Country,Current Lang & Tech: Android,Current Lang & Tech: Arduino,Current Lang & Tech: AngularJS,Current Lang & Tech: C,Current Lang & Tech: C++,Current Lang & Tech: C++11,Current Lang & Tech: C#,Current Lang & Tech: Cassandra,Current Lang & Tech: CoffeeScript,Current Lang & Tech: Cordova,Current Lang & Tech: Clojure,Current Lang & Tech: Cloud,Current Lang & Tech: Dart,Current Lang & Tech: F#,Current Lang & Tech: Go,Current Lang & Tech: Hadoop,Current Lang & Tech: Haskell,Current Lang & Tech: iOS,Current Lang & Tech: Java,Current Lang & Tech: JavaScript,Current Lang & Tech: LAMP,Current Lang & Tech: Matlab,Current Lang & Tech: MongoDB,Current Lang & Tech: Node.js,Current Lang & Tech: Objective-C,Current Lang & Tech: Perl,Current Lang & Tech: PHP,Current Lang & Tech: Python,Current Lang & Tech: R,Current Lang & Tech: Redis,Current Lang & Tech: Ruby,Current Lang & Tech: Rust,Current Lang & Tech: Salesforce,Current Lang & Tech: Scala,Current Lang & Tech: Sharepoint,Current Lang & Tech: Spark,Current Lang & Tech: SQL,Current Lang & Tech: SQL Server,Current Lang & Tech: Swift,Current Lang & Tech: Visual Basic,Current Lang & Tech: Windows Phone,Current Lang & Tech: Wordpress,Current Lang & Tech: Write-In
Australia,Android,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerShell
Austria,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vbscript, Powershell"
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,PowerShell
Italy,,,AngularJS,,,,,Cassandra,,,,,,,,Hadoop,,,Java,JavaScript,LAMP,,MongoDB,,,Perl,PHP,Python,,Redis,,,,,,,SQL,,,,,Wordpress,
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Serbia,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,Pascal/Delphi
United Kingdom,Android,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,DQL
United States,,,AngularJS,,C++,,,,CoffeeScript,,,,,,,,,,Java,,,Matlab,,,Objective-C,,,,,,,,,,,Spark,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Argentina,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,,,C,C++,,,,CoffeeScript,,,,,,,,Haskell,,Java,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
N/A,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,Powershell
N/A,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,Android,,,,,,,,,,Clojure,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,Wordpress,
China,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,,Python,,,,,,,,,,,,,,,
Germany,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,Perl,,Python,,,,,,,,,,,,,,,common lisp
Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
Greece,,,,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,Perl,PHP,Python,,,Ruby,,,,,,SQL,,,,,,
India,,,,,,C++11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,Hadoop,,,,,LAMP,,,,,,PHP,Python,,Redis,,,Salesforce,,,,SQL,SQL Server,,,,,
Ireland {Republic},,,,,,,,,,,,,,,,,,,Java,,,,MongoDB,,,,,Python,,,,,,,,,,,,,,,bash
Korea North,Android,,,C,C++,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,JavaScript,LAMP,,,,Objective-C,Perl,PHP,Python,,,,,,,,,SQL,SQL Server,,,,Wordpress,
Mexico,,,,C,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,,,,,,Wordpress,
Netherlands,,,,,,,,,,,,,,,Go,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Peru,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Romania,Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,,,,,Windows Phone,,
Sweden,Android,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,Perl,PHP,,,,,,,,,,SQL,SQL Server,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,
Switzerland,,,,C,C++,,,,,,,,,,,,,,,JavaScript,,,,,,Perl,PHP,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan,,,,,,,,,CoffeeScript,,,,,,,,,,Java,JavaScript,,Matlab,,,,,,Python,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,Python,,Redis,Ruby,,,,,,SQL,,Swift,,,Wordpress,
United Kingdom,,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,bash/shell
United States,Android,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,Perl,,Python,,,,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,PowerShell
United States,,,,,C++,,,,,,,,,,,,,,,,,Matlab,,,,,,Python,,,,,,,,,,,,,,,bash
United States,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,Visual Basic,,,
Belgium,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Italy,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Italy,,,,,,,C#,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,,,Visual Basic,,Wordpress,
Mexico,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Netherlands,Android,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,Ruby,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,Pascal and dialects
Singapore,Android,,,,,,C#,,,,,,,,,,,iOS,Java,,,,,,Objective-C,,PHP,,,,,,,,,,SQL,SQL Server,,,,Wordpress,VBA
United Kingdom,,,,C,C++,C++11,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bash
United States,,,,,,,,,,Cordova,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Australia,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,Erlang
Australia,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,,,,,,Objective-C,,PHP,Python,,,,,,,,,SQL,,,,,Wordpress,
Denmark,Android,,,,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,,,,,C++,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Germany,,,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,,,,,,,,,,,,,,,,Wordpress,
New Zealand,,,,,,,C#,,,,,,Dart,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,Redis,,,,,,,,,,,,,
Russian Federation,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,SQL,,,,,,Groovy
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
Armenia,,,,C,,,,,,,,,,,,,,,,,LAMP,,,,,,,Python,,,,,,,,,,,,,,,
Australia,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,Redis,,,,,Sharepoint,,SQL,SQL Server,,,,Wordpress,
Austria,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,iOS,,,,,,,Objective-C,,,,,,,,,,,,,,,,,Wordpress,Puppet
Belgium,,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Belgium,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
Canada,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PowerShell
Germany,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,,,,,,,,,,,SQL,,,,,,groovy
New Zealand,,Arduino / Raspberry Pi,,,C++,C++11,,,,,,,,,,,,,,,,,MongoDB,,,,,Python,,,,,,,,,,,,,,Wordpress,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Slovakia,,,,,C++,C++11,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,R,,,,,,,,,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,,,,C,C++,C++11,C#,,,,Clojure,,,,Go,,,,,JavaScript,,,,,,,,Python,,,,Rust,,,,,SQL,,,,,,
United States,,,AngularJS,,,,,,CoffeeScript,,,,,,,,,,,JavaScript,,,,Node.js,,,,,,,Ruby,,,,,,,,,,,,
United States,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,Arduino / Raspberry Pi,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
United States,,Arduino / Raspberry Pi,AngularJS,,,,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,,,,,,,,,,,,,
United States,,,,C,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,SQL,,,,,,shell
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powershell
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Denmark,,,,,,,,,,,,,,,,,,,,,LAMP,,,,Objective-C,,,,,,,,,,,,,,,,,,
France,,,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,Perl,,,,,,,,,,,SQL,,,,,,
Germany,Android,Arduino / Raspberry Pi,AngularJS,C,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,Perl,,Python,R,,,,,,,,SQL,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Italy,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
Netherlands,Android,,,,C++,,,Cassandra,,,,"Cloud (AWS, GAE, Azure, etc.)",,,Go,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,,,Redis,,,,Scala,,,SQL,,,,,,
United Kingdom,,Arduino / Raspberry Pi,,,C++,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,SQL Server,,Visual Basic,,,
United Kingdom,,Arduino / Raspberry Pi,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,LAMP,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,,,,,,,C#,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,MongoDB,,,,,,,,,,,,,,SQL,SQL Server,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,iOS,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Define ""extensive"""
United States,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United States,Android,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,SQL,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,,,,Ruby,,,,,,,,,,,,
United States,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
Uruguay,,,,,,,,,,Cordova,,,,,,,,iOS,,JavaScript,,,MongoDB,Node.js,Objective-C,,,,,,,,,,,,SQL,,Swift,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Australia,,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
France,,,,C,C++,,C#,,,,,,,,,,,,,,,,,,,Perl,PHP,,,,Ruby,,,,,,SQL,,,,,,Action Script 3
Germany,Android,Arduino / Raspberry Pi,,C,C++,,,,CoffeeScript,,,,,,Go,,Haskell,,Java,JavaScript,,,,,,Perl,PHP,,,Redis,Ruby,,,,,,SQL,,,,,Wordpress,
Germany,,,,C,C++,,C#,,,,,,,,,,,,Java,,,Matlab,,,,,,,,,,,,,,,,,,,,,
Germany,Android,,,C,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,LAMP,,,,,,PHP,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Germany,Android,Arduino / Raspberry Pi,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,Perl,,Python,,,,,,,,,SQL,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,,,,LAMP,,MongoDB,,,,PHP,,,,,,,,,,,,,,,,
Malaysia,,,,,,,,,,,,,,,,,,iOS,Java,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,Android,,,,,,C#,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,SQL,,,,,,
Philippines,,,,,,,,Cassandra,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,,
Spain,,,,,C++,,C#,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,bash?
Spain,,,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,Perl,,,,,,,,,,,,,,,,,bash
Ukraine,,,AngularJS,,,,,,,,,,,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,,,,,,
United States,,,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,,Python,,,,,,,,,,,,,,,
United States,,,,C,C++,,C#,,,,,,,,,,,,Java,,,,,Node.js,,,PHP,Python,,,Ruby,,,,,,SQL,SQL Server,,Visual Basic,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL Server,,,,,
Australia,,Arduino / Raspberry Pi,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shell scripting
Brazil,,,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,,Python,,,,,,,,,,,,,,,Bash
Brazil,Android,,AngularJS,C,C++,,C#,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,Visual Basic,,,
Cyprus,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,Perl,,Python,,,,,,,,,,,,,,,
Finland,Android,,,,,,,,,,,,,,,,,,Java,,,Matlab,,,,,,Python,R,,,,,,,,,,,,,,Bash
Germany,,,,,,,,,,,,,,,,,,,Java,,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,
India,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,C,,,,,,,,,,,,,,,,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Korea South,Android,Arduino / Raspberry Pi,AngularJS,C,C++,C++11,C#,,CoffeeScript,,,,,,,,,iOS,Java,JavaScript,,Matlab,,Node.js,Objective-C,,PHP,Python,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Poland,,,,,,,C#,,,,,,,,,,,,,,,,MongoDB,,,,,Python,,,,,,,,,,SQL Server,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,,,,,,,,,,SQL,,,,,,Bash
Sweden,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,Python,,Redis,,,,,,,SQL,,,,,,
United Kingdom,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,JavaScript,LAMP,,,,,Perl,PHP,Python,,,Ruby,,,,,,SQL,,,,,,
Australia,,,,,,,,,,,,,,,Go,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,Java,,,,,,,,PHP,,,,,,,,,,,,,,,,
Bulgaria,Android,,AngularJS,C,,,C#,Cassandra,,,,,,,,,,,Java,JavaScript,LAMP,,MongoDB,Node.js,,,PHP,Python,,Redis,,,,,,,SQL,,,,,Wordpress,
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,Objective-C,,PHP,,,,,,,,,,,,,,,,
Canada,,,,,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swift,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,Ruby,,,,,,,,,,,,
Portugal,Android,,,,,,,,,,,,,,,,,,Java,JavaScript,LAMP,,,Node.js,,,PHP,,,Redis,Ruby,,,,,,SQL,,,,,,
Spain,,,,,C++,,,,,,,,,,,,,,,,,,,,,,,,R,,Ruby,,,,,,,,,,,Wordpress,
Switzerland,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,,,,Node.js,,,PHP,Python,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,LAMP,,,,,,,Python,,,,,,,,,SQL,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,SQL Server,,,,,Powershell
United Kingdom,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,Java,,LAMP,,,,,,PHP,,,,Ruby,,,,,,SQL,,,,,,
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
United States,,,,,,,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,JavaScript,,,MongoDB,,,,,,,,Ruby,,,,,,,,,,,Wordpress,
United States,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,PHP,Python,,,,,,,,,,,,,,,
United States,,,,,,,C#,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,SQL,,,,,,
N/A,Android,,,C,C++,,C#,,,,,,,,,,,iOS,Java,JavaScript,,,,Node.js,,Perl,PHP,Python,,,,,,,Sharepoint,,SQL,SQL Server,,Visual Basic,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruby,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,bash
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,C,C++,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,Visual Basic,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SQL,,,,,,
N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,,,,,C++,C++11,,,,,,"Cloud (AWS, GAE, Azure, etc.)",,,,,,,,,LAMP,,,,,,PHP,,,,,,,,,,SQL,SQL Server,,Visual Basic,,,
Angola,,,,C,C++,C++11,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Angola,,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual Basic,,,
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
Belgium,,,,,,,C#,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,Visual Basic,,,
Brazil,,,,,C++,,,,,Cordova,,,,,,,,,,JavaScript,LAMP,,,Node.js,,,PHP,,,,,,,,,,SQL,,,,,Wordpress,
Cambodia,,,,,,,C#,,,,,,,,,,,,,JavaScript,,,,,,,,,,,,,,,,,SQL,,,,,,
Canada,,,,C,,,,,,,,,,,,,,,,JavaScript,,,,,,,PHP,,,,,,,,Sharepoint,,SQL,SQL Server,,,,,
Canada,Android,,,,,,,,,,,,,,Go,,,,,,,,,,,,,,,,,Rust,,,,,,,,,,,
Czech Republic,,Arduino / Raspberry Pi,,C,,,,,,,,,,,,,,,,JavaScript,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Finland,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
France,Android,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,Go,,,,Java,JavaScript,,,,Node.js,,Perl,PHP,,R,,Ruby,,,,,,SQL,SQL Server,,Visual Basic,,Wordpress,
France,,,,C,,,,,,,,,,,,,,,Java,JavaScript,,,,,,Perl,PHP,Python,,,,,,,,,,,,,,,
Georgia,Android,Arduino / Raspberry Pi,AngularJS,C,C++,C++11,C#,Cassandra,CoffeeScript,Cordova,Clojure,"Cloud (AWS, GAE, Azure, etc.)",Dart,F#,Go,Hadoop,Haskell,iOS,Java,JavaScript,LAMP,Matlab,MongoDB,Node.js,Objective-C,Perl,PHP,Python,R,Redis,Ruby,Rust,Salesforce,Scala,Sharepoint,Spark,SQL,SQL Server,Swift,Visual Basic,Windows Phone,Wordpress,
Germany,Android,Arduino / Raspberry Pi,,,,,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,SQL,,,,,,
Greece,Android,Arduino / Raspberry Pi,,C,C++,C++11,,,,,,,,,,,,,Java,JavaScript,LAMP,,,,,,PHP,,,,,,,,,,,SQL Server,,,,Wordpress,
India,,,,,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,,,,,,,,,,,,
India,Android,Arduino / Raspberry Pi,,C,C++,,,,,,,,,,,,,,Java,JavaScript,,,,Node.js,,Perl,PHP,Python,,,,,,,,,SQL,,,,,,
India,,,,C,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,,,,
India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,Android,,AngularJS,,,,,,,Cordova,,,,,,,,,,,,,,Node.js,,,PHP,,,,,,,,,,,,,,,,
Ireland {Republic},Android,,,,,,,,,,,,,,,,,,,,,,,,,,PHP,,,,,,,,,,,,,,,,
Italy,Android,Arduino / Raspberry Pi,,,,C++11,,,,,,,,,,,,,Java,JavaScript,,,,,,,PHP,,,,,,,,,,,,,,,,
